"año","rol_establecimiento","id_vu","nombre_establecimiento","razon_social","rut_razon_social","ciiu4","ciiu6","region","rubro_vu","cantidad_toneladas","tratamiento_nivel_3","tratamiento_nivel_1","capitulo_ler","subcapitulo_ler","nombre_ler","nombre_establecimiento_trazabilidad","razon_social_trazabilidad","comuna_trazabilidad","id_comuna_trazabilidad","region_trazabilidad","rut","entrada_salida","capitulo ler","rut_razon_social_trazabilidad","tratamiento_nivel_2","categoria_residuo","rubro_vu_limpio"
2019,"Generador Industrial",4589674,"HOSPITAL BASE DE CURICO","SERVICIO DE SALUD DEL MAULE","61606900-4","Actividades de hospitales públicos y privados","Actividades de hospitales y clínicas públicas","Maule","Servicios de salud",27610,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Papel y cartón","CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE","ECOMAULE S A","Río Claro",7108,"Maule",NA,NA,NA,NA,NA,"Papel y cartón","Salud y Educación"
2019,"Generador Industrial",5457883,"CENTRO ACOPIO MARIANO ALFONSO","SOPRAVAL SPA","82366700-0","Cría de aves de corral","Cría de aves de corral para la producción de carne","Valparaíso","Producción agropecuaria",27381,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",245308,"FORESTAL RIO CLARO LIMITADA","FORESTAL RIO CLARO LIMITADA","76080970-5","Aserrado y acepilladura de madera","Aserrado y acepilladura de madera","Maule","Industria de la madera y silvicultura",27000,"Preparación para reutilización","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la transformación de la madera y de la producción de tableros y muebles","Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",5452212,"COGENERADORA PETROPOWER","ENAP REFINERIAS S A","87756500-9","Suministro de vapor y de aire acondicionado","Suministro de vapor y de aire acondicionado","Biobío","Suministro de vapor y aire acondicionado",26064,"Relleno sanitario","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","ECOBIO","ECOBIO SPA","Chillán Viejo",16103,"Ñuble",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",3216,"CMPC CELULOSA PLANTA LAJA","CMPC PULP SPA","96532330-9","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Biobío","Industria del papel y celulosa",26064,"Preparación para reutilización","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos no especificados en otra categoría",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madera","Industria y Manufactura"
2019,"Generador Industrial",4595,"PLANTA RANCAGUA","FUNDICION TALLERES LIMITADA","99532410-5","Fundición de hierro y acero","Fundición de hierro y acero","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",25368.75,"Preparación para reutilización","Valorización","Residuos de procesos térmicos","Residuos de la fundición de piezas férreas","Residuos no especificados en otra categoría",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",436492,"CENTRAL TERMICA ANDINA","CENTRAL TERMOELECTRICA ANDINA S A","76708710-1","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Antofagasta","Termoeléctricas",25347,"Vertedero","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","PLANTA CEMENTO ANTOFAGASTA","BIO BIO CEMENTOS S.A.","Antofagasta",2101,"Antofagasta",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",5466543,"READY MIX PLANTA SAN BERNARDO","READY MIX HORMIGONES LIMITADA","87580800-1","Fabricación de artículos de hormigón, cemento y yeso","Fabricación de artículos de hormigón, cemento y yeso","Metropolitana de Santiago","Industria manufacturera",25315,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Hormigón, ladrillos, tejas y materiales cerámicos","Hormigón","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Industria y Manufactura"
2019,"Generador Industrial",5453365,"PLANTA TRATAMIENTO LA MANGA","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Metropolitana de Santiago","Producción agropecuaria",24907,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",2402,"COMPANIA INDUSTRIAL EL VOLCAN S.A.","CIA INDUSTRIAL EL VOLCAN S A","90209000-2","Fabricación de cemento, cal y yeso","Fabricación de cemento, cal y yeso","Metropolitana de Santiago","Producción de cemento, cal y yeso",23741.08,"Vertedero","Eliminación","Residuos de la construcción y demolición","Materiales de construcción a base de yeso","Materiales de construcción a base de yeso distintos de los especificados en el código 17 08 01","BOTADERO SEMOT","SERVICIO MECANIZADO PARA MOVIMIENTO DE TIERRA LIMITADA","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Industria y Manufactura"
2019,"Generador Industrial",5478170,"EDIFICIO IRARRAZAVAL","INMOBILIARIA IRARRAZAVAL DOS SPA","76749185-9","Actividades inmobiliarias realizadas con bienes propios o arrendados","Alquiler de bienes inmuebles amoblados o con equipos y maquinarias","Metropolitana de Santiago","Actividades inmobiliarias",23639,"Preparación para reutilización","Valorización","Residuos de la construcción y demolición","Tierra (incluida la excavada de zonas contaminadas), piedras y lodos de drenaje","Tierra y piedras distintas de las especificadas en el código 17 05 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Comercio y Servicios Empresariales"
2019,"Generador Industrial",3739,"FAENADORA ROSARIO LTDA.","PROCESADORA DE ALIMENTOS DEL SUR LIMITADA","77476390-2","Elaboración y conservación de carne","Elaboración y conservación de carne y productos cárnicos","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",23421.9,"Reciclaje de restos de animal para consumo animal","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Materiales inadecuados para el consumo o la elaboración","FAENADORA LO MIRANDA","FAENADORA LO MIRANDA LIMITADA","Doñihue",6105,"Libertador Gral. Bernardo O'Higgins",NA,NA,NA,NA,NA,"Residuos inadecuados para consumo","Industria y Manufactura"
2019,"Generador Industrial",633,"COMPAÑÍA SIDERÚRGICA HUACHIPATO","CIA SIDERURGICA HUACHIPATO S.A.","94637000-2","Industrias básicas de hierro y acero","Industrias básicas de hierro y acero","Biobío","Industria manufacturera",23065,"Pretratamiento de Metales","Valorización","Residuos de procesos térmicos","Residuos de la industria del hierro y del acero","Residuos no especificados en otra categoría","COMPAÑÍA SIDERÚRGICA HUACHIPATO","CIA SIDERURGICA HUACHIPATO S.A.","Talcahuano",8110,"Biobío",NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",5473516,"NICASIO RETAMALES 606","TRANSPORTES COMETA S A","95896000-K","Otras actividades de transporte de pasajeros por vía terrestre","Transporte de pasajeros en buses interurbanos","Metropolitana de Santiago","Transporte de pasajeros",23000,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",3365262,"PLANTA LIRA","READY MIX HORMIGONES LIMITADA","87580800-1","Fabricación de artículos de hormigón, cemento y yeso","Fabricación de artículos de hormigón, cemento y yeso","Metropolitana de Santiago","Industria manufacturera",22723,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Hormigón, ladrillos, tejas y materiales cerámicos","Hormigón","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Industria y Manufactura"
2019,"Generador Industrial",5305,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS MAPOCHO TREBAL","AGUAS ANDINAS S A","61808000-5","Evacuación de aguas residuales","Evacuación y tratamiento de aguas servidas","Metropolitana de Santiago","Plantas de tratamiento de aguas servidas",22447.1,"Monorelleno","Eliminación","Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial","Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría","Lodos del tratamiento de aguas residuales urbanas","CENTRO DE GESTION DE BIOSOLIDOS EL RUTAL","AGUAS ANDINAS S A","Tiltil",13303,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Lodos","Gestión Ambiental y Residuos"
2019,"Generador Industrial",4585440,"CODELCO DIVISION EL TENIENTE CALETONES","CORP NACIONAL DEL COBRE DE CHILE","61704000-K","Extracción y procesamiento de cobre","Extracción y procesamiento de cobre","Libertador Gral. Bernardo O'Higgins","Minería",22396,"Reciclaje de metales","Valorización","Residuos de la construcción y demolición","Metales (incluidas sus aleaciones)","Hierro y acero no galvanizados","PLANTA COLINA","ACEROS AZA S.A.","Colina",13301,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Metales","Minería"
2019,"Generador Industrial",1204164,"COMERCIAL A Y B LIMITADA","COMERCIAL A Y B LTDA","78634910-9","Fabricación de productos metálicos para uso estructural","Fabricación de productos metálicos para uso estructural","Metropolitana de Santiago","Industria manufacturera",22350,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Industria y Manufactura"
2019,"Generador Industrial",5469771,"NORTE VERDE","RECUPERADORA DE EXCEDENTES INDUSTRIALES NORTE VERDE SPA","76173211-0","Recuperación de materiales","Recuperación y reciclamiento de desperdicios y desechos metálicos","Metropolitana de Santiago","Gestores de residuos",22210.3,"Preparación para reutilización","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Papel y cartón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papel y cartón","Gestión Ambiental y Residuos"
2019,"Generador Industrial",2383,"AGROINDUSTRIAL EL PAICO","AGROINDUSTRIAL EL PAICO S.A.","96590000-4","Elaboración y conservación de carne","Explotación de mataderos de aves y de otros tipos de animales n.c.p.","Metropolitana de Santiago","Industria manufacturera",22176.39,"Reciclaje de restos de animal para consumo animal","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Residuos de tejidos de animales","MELIFEED SPA","MELIFEED SPA","Melipilla",13501,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Orgánicos","Industria y Manufactura"
2019,"Generador Industrial",5480487,"Edificio Alameda 4719","EUROCORP S A","76001653-5","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",22095,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",5460071,"SUBESTACIÓN ELÉCTRICA GRANEROS","EMPRESA DE LOS FERROCARRILES DEL ESTADO","61216000-7","Transporte interurbano de pasajeros por ferrocarril","Transporte interurbano de pasajeros por ferrocarril","Libertador Gral. Bernardo O'Higgins","Transporte de pasajeros",21859.78,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","SOCIEDAD COMERCIAL GREEN WORLD LIMITADA","SOCIEDAD COMERCIAL GREEN WORLD LIMITADA","Rancagua",6101,"Libertador Gral. Bernardo O'Higgins",NA,NA,NA,NA,NA,"Residuos de construcción","Transporte y Logística"
2019,"Generador Industrial",1204164,"COMERCIAL A Y B LIMITADA","COMERCIAL A Y B LTDA","78634910-9","Fabricación de productos metálicos para uso estructural","Fabricación de productos metálicos para uso estructural","Metropolitana de Santiago","Industria manufacturera",21540,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Industria y Manufactura"
2019,"Generador Industrial",436492,"CENTRAL TERMICA ANDINA","CENTRAL TERMOELECTRICA ANDINA S A","76708710-1","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Antofagasta","Termoeléctricas",21459,"Co-procesamiento","Valorización","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","PLANTA POLPAICO MEJILLONES","PLANTAS POLPAICO DEL PACIFICO LIMITADA","Mejillones",2102,"Antofagasta",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",96280,"MINERA LOS PELAMBRES","MINERA LOS PELAMBRES","96790240-3","Extracción y procesamiento de cobre","Extracción y procesamiento de cobre","Coquimbo","Minería",21309.28,"Reciclaje de metales","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Metales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metales","Minería"
2019,"Generador Industrial",5441785,"CENTRAL TÉRMICA MEJILLONES","ENGIE ENERGIA CHILE S.A.","88006900-4","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Antofagasta","Termoeléctricas",21150,"Relleno sanitario","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",5452085,"COMPLEJO TERMOELECTRICO SANTA MARIA","COLBUN S A","96505760-9","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Biobío","Termoeléctricas",20906,"Depósito de Cenizas","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","SITIO DE ACOPIO DE CENIZAS CTSM","COLBUN S A","Coronel",8102,"Biobío",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",3006,"PLANTA AGROZZI TENO","EMPRESAS CAROZZI S A","96591040-9","Elaboración y conservación de frutas, legumbres y hortalizas","Elaboración y conservación de frutas, legumbres y hortalizas","Maule","Industria manufacturera",20847.87,"Aplicación al Suelo","Valorización","Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial","Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría","Lodos procedentes del tratamiento biológico de aguas residuales industriales distintos de los especificados en el código 19 08 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",85017,"NUEVA ALDEA","CELULOSA ARAUCO Y CONSTITUCION S A","93458000-1","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Ñuble","Industria del papel y celulosa",20773,"Residuos Voluminosos","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos de lodos calizos","PLANTA BULNES 1","VERDE CORP SPA","Bulnes",16102,"Ñuble",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",2397,"PLANTA ARAUCO","CELULOSA ARAUCO Y CONSTITUCION S A","93458000-1","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Biobío","Industria del papel y celulosa",20626,"Preparación para reutilización","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos no especificados en otra categoría","PLANTA BULNES 3","VERDE CORP SPA","Bulnes",16102,"Ñuble",NA,NA,NA,NA,NA,"Madera","Industria y Manufactura"
2019,"Generador Industrial",5452180,"PLANTA CEMENTO ANTOFAGASTA","BIO BIO CEMENTOS S.A.","96718010-6","Fabricación de cemento, cal y yeso","Fabricación de cemento, cal y yeso","Antofagasta","Producción de cemento, cal y yeso",20064,"Vertedero","Eliminación","Residuos de procesos térmicos","Residuos de la fabricación de cemento, cal y yeso y de productos derivados","Residuos sólidos del tratamiento de gases, distintos de los especificados en el código 10 13 12","PLANTA CEMENTO ANTOFAGASTA","BIO BIO CEMENTOS S.A.","Antofagasta",2101,"Antofagasta",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",5452233,"CENTRAL TERMOELÉCTRICA COCHRANE","EMPRESA ELECTRICA COCHRANE S.P.A.","76085254-6","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Antofagasta","Termoeléctricas",20028.41,"Depósito de Cenizas","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)","DEPÓSITO DE CENIZAS ANGAMOS","EMPRESA ELECTRICA ANGAMOS SPA","Mejillones",2102,"Antofagasta",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",4126,"PATAGONIAFRESH PLANTA MOLINA","PATAGONIAFRESH S.A.","96912440-8","Elaboración y conservación de frutas, legumbres y hortalizas","Elaboración y conservación de frutas, legumbres y hortalizas","Maule","Industria manufacturera",19955,"Reciclaje de residuos de pastas y productos alimenticios para consumo animal","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas","Residuos no especificados en otra categoría","LAS MERCEDES 4700","AGRICOLA OMEGA TRES SPA","Graneros",6106,"Libertador Gral. Bernardo O'Higgins",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",5461647,"MERCADO LO VALLEDOR","ADMINISTRADORA DE MERCADO S.A.","76053932-5","Actividades inmobiliarias realizadas con bienes propios o arrendados","Alquiler de bienes inmuebles amoblados o con equipos y maquinarias","Metropolitana de Santiago","Actividades inmobiliarias",19911.63,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","RELLENO SANITARIO SANTIAGO PONIENTE","VEOLIA SU CHILE S.A.","Maipú",13119,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Comercio y Servicios Empresariales"
2019,"Generador Industrial",85017,"NUEVA ALDEA","CELULOSA ARAUCO Y CONSTITUCION S A","93458000-1","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Ñuble","Industria del papel y celulosa",19885,"Depósito de Seguridad","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la transformación de la madera y de la producción de tableros y muebles","Residuos de corteza y corcho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madera","Industria y Manufactura"
2019,"Generador Industrial",5470117,"PLANTA DE LODOS ACTIVADOS VALDEBENITO","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Libertador Gral. Bernardo O'Higgins","Producción agropecuaria",19746,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",85823,"CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2","AES ANDES S A","94272000-9","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Valparaíso","Termoeléctricas",19702.83,"Co-procesamiento","Valorización","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","CEMENTO MELÓN PLANTA LA CALERA","MELON S.A.","Calera",5502,"Valparaíso",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",5441923,"CENTRAL TERMOELECTRICA BOCAMINA U1","ENEL GENERACION CHILE S.A.","91081000-6","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Biobío","Termoeléctricas",19444,"Co-procesamiento","Valorización","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","PLANTA CEMENTO TALCAHUANO","BIO BIO CEMENTOS S.A.","Talcahuano",8110,"Biobío",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",5476533,"CV TRADING SA","CV TRADING S.A.","78254990-1","Elaboración de otros productos alimenticios n.c.p.","Elaboración de otros productos alimenticios n.c.p.","Metropolitana de Santiago","Industria manufacturera",18454.13,"Reciclaje de papel, cartón y productos de papel","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos procedentes de la clasificación de papel y cartón destinados al reciclado","SOREPA ANTOFAGASTA","SOC RECUPERADORA DE PAPEL SPA","Antofagasta",2101,"Antofagasta",NA,NA,NA,NA,NA,"Papel y cartón","Industria y Manufactura"
2019,"Generador Industrial",309729,"CENTRAL TERMOELÉCTRICA NUEVA VENTANAS","EMPRESA ELECTRICA VENTANAS SPA","96814370-0","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Valparaíso","Termoeléctricas",18361.06,"Depósito de Cenizas","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)","DEPÓSITO DE RISES DE COMBUSTIÓN DEL COMPLEJO TERMOELÉCTRICO VENTANAS DEPÓSITO EL PANGUE","AES ANDES S A","Puchuncaví",5105,"Valparaíso",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",2886,"CARTULINAS CMPC PLANTA MAULE","CARTULINAS CMPC SPA","96731890-6","Fabricación de pasta de madera, papel y cartón","Fabricación de papel y cartón para su posterior uso industrial n.c.p.","Maule","Industria del papel y celulosa",18224,"Incineración con recuperación de energía","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la transformación de la madera y de la producción de tableros y muebles","Residuos de corteza y corcho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madera","Industria y Manufactura"
2019,"Generador Industrial",4585765,"PLANTA DE PROCESO QUELLÓN","EXPORTADORA LOS FIORDOS LIMITADA","79872420-7","Acuicultura marina","Servicios relacionados con la acuicultura marina","Los Lagos","Pesca y acuicultura",18050,"Reducción de Recursos Hidrobiológicos","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Residuos de tejidos de animales","SALMONOIL S.A.","SALMONOIL S A","Calbuco",10102,"Los Lagos",NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",85018,"PLANTA VALDIVIA","CELULOSA ARAUCO Y CONSTITUCION S A","93458000-1","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Los Ríos","Industria del papel y celulosa",18032,"Vertedero","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","DEPOSITO INERTES TRAYENCO","0","Mariquina",14106,"Los Ríos",NA,NA,NA,NA,NA,"Residuos de construcción","Industria y Manufactura"
2019,"Generador Industrial",5453354,"PLANTA TRATAMIENTO PERALILLO","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Libertador Gral. Bernardo O'Higgins","Producción agropecuaria",17958,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
